input_size,comp,swap,basic,time,mem
8935,426794,213397,2409914,222491250,154844
8936,430414,215207,2429831,225636167,155004
8937,429402,214701,2424272,222429000,155228
8938,430200,215100,2428668,227375958,155132
8939,430954,215477,2432822,225271541,154940
8940,430062,215031,2427923,234665000,155132
8941,427010,213505,2411144,224808500,155324
8942,425480,212740,2402736,223668375,155324
8943,428452,214226,2419089,225107625,154972
8944,426358,213179,2407579,222531500,154908
8945,429166,214583,2423030,232454417,154972
8946,432870,216435,2443409,234187083,155356
8947,435542,217771,2458112,227792542,155644
8948,430574,215287,2430795,222684666,155100
8949,425212,212606,2401311,220278791,155452
8950,429960,214980,2427432,220865459,155452
8951,429262,214631,2423600,220343083,155100
8952,430182,215091,2428667,219282833,155068
8953,428576,214288,2419841,220689250,155036
8954,432948,216474,2443894,218096250,155932
8955,436214,218107,2461864,219975209,154940
8956,433408,216704,2446438,221442166,155676
8957,427754,213877,2415348,219409125,155740
8958,432784,216392,2443020,227375125,155644
8959,432002,216001,2438726,223111416,155196
8960,431466,215733,2435785,219955750,154396
8961,424262,212131,2396170,197420750,155036
8962,430644,215322,2431278,199867250,155644
8963,429050,214525,2422518,203102750,154940
8964,432822,216411,2443271,205077709,155132
8965,432942,216471,2443938,206897458,156028
8966,430030,215015,2427929,205076584,154908
8967,433304,216652,2445943,209043750,156028
8968,431462,215731,2435819,208496416,155996
8969,430690,215345,2431580,205463917,155484
8970,430824,215412,2432324,210181708,155260
8971,436380,218190,2462889,210137916,155772
8972,432260,216130,2440236,206126750,156028
8973,436532,218266,2463739,213125125,154940
8974,436400,218200,2463020,216170916,155420
8975,432612,216306,2442193,209342250,155196
8976,434380,217190,2451924,209561542,155004
8977,426072,213036,2406237,207741667,156380
8978,431684,215842,2437110,206875709,155548
8979,431130,215565,2434070,206833583,155548
8980,427664,213832,2415014,209081417,155228
8981,433210,216605,2445524,210066458,154780
8982,433132,216566,2445102,211946625,155804
8983,429032,214516,2422559,209046292,155484
8984,428506,214253,2419673,208819166,155388
8985,436632,218316,2464373,212609875,155452
8986,431452,215726,2435890,212379291,155516
8987,434908,217454,2454905,216034875,155292
8988,434436,217218,2452316,211692875,155836
8989,427010,213505,2411480,213041500,156060
8990,424202,212101,2396043,214930791,155708
8991,430136,215068,2428687,226736042,155676
8992,438480,219240,2474586,228213417,155292
8993,431812,215906,2437919,225817583,156156
8994,435198,217599,2456549,225183167,155164
8995,435780,217890,2459757,228425750,155612
8996,431600,215800,2436774,206017625,156028
8997,436686,218343,2464754,217250916,154812
8998,436526,218263,2463881,222011959,155868
8999,433484,216742,2447157,220681458,155708
9000,429884,214942,2427364,218967667,154972
9001,434952,217476,2455245,224918084,156156
9002,429228,214614,2423770,221845542,155580
9003,432912,216456,2444039,225909292,155740
9004,437230,218615,2467795,225212209,155740
9005,431732,215866,2437563,226262875,156380
9006,434456,217228,2452552,225390958,156412
9007,441640,220820,2492071,228132417,156444
9008,432412,216206,2441324,220440084,155932
9009,438974,219487,2477422,220551334,155324
9010,432896,216448,2444000,218515958,155260
9011,434180,217090,2451069,218433208,155932
9012,429906,214953,2427569,223814458,155932
9013,436488,218244,2463777,220220250,156156
9014,432796,216398,2443478,223511750,155836
9015,435776,217888,2459875,223689542,156508
